Concurso;Local;Data do Sorteio;Coluna 1;Coluna 2;Coluna 3;Coluna 4;Coluna 5;Coluna 6;Ganhadores Faixa 1;Ganhadores Faixa 2;Ganhadores Faixa 3;Rateio Faixa 1;Rateio Faixa 2;Rateio Faixa 3;Cidade;;Valor Arrecadado;Estimativa para o próximo concurso;Valor Acumulado Próximo Concurso;Acumulado;Sorteio Especial;Observação
;;;;;;;;;;;;;;;BELO HORIZONTE;MG;;;;;;
;;;;;;;;;;;;;;;FAZENDA RIO GRANDE;PR;;;;;;
;;;;;;;;;;;;;;;PINHAIS;PR;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1246;SÃƒO SEBASTIÃƒO , SP;05/01/2011;10;37;40;43;57;59;0;46;3939;0;25351,73;422,94;;;19919216;4700000;306889,37;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1247;SÃƒO SEBASTIÃƒO, SP;08/01/2011;3;9;11;24;36;51;0;164;9543;0;9098,41;223,37;;;25486842;8000000;699557,47;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1248;ILHABELA, SP;12/01/2011;20;33;34;57;58;60;0;86;3832;0;18318,69;587,31;;;26909134;11000000;1114138,4;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1249;ILHABELA, SP;15/01/2011;3;8;36;40;51;53;1;103;5887;11177972,67;17808,9;445,12;SÃƒO PAULO;SP;31331494;9000000;1596853,29;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1250;BRASÃLIA, DF;19/01/2011;1;2;24;40;51;59;0;61;4394;0;23819,88;472,4;;;24818540;12000000;1979225,06;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1251;BRASÃLIA, DF;22/01/2011;5;27;34;46;48;52;0;261;9795;0;6814,23;259,39;;;30378346;17000000;2447255,1;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1252;ITAPEMA, SC;26/01/2011;2;14;35;39;49;51;0;67;4975;0;26937,47;518,25;;;30827508;20000000;2922205,24;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1253;ITAPEMA, SC;29/01/2011;2;17;23;43;44;51;0;99;7284;0;19092,84;370,71;;;32285876;24000000;3419624,01;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1254;FLORIANÃ“POLIS, SC;02/02/2011;7;9;14;18;29;39;0;142;9454;0;15443,85;331,38;;;37458520;40000000;3996736,15;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1255;FLORIANÃ“POLIS, SC;05/02/2011;5;23;38;39;51;54;0;155;11485;0;18671,52;359,98;;;49433152;46000000;4758337,83;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1256;BALNEÃRIO ARROIO DO SILVA, SC;09/02/2011;26;33;35;38;43;53;0;121;8843;0;26009,88;508,42;;;53756440;52000000;5586547,1;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1257;BALNEÃRIO ARROIO DO SILVA, SC;12/02/2011;2;15;26;27;30;52;2;154;11765;26211767,61;24358,21;455,48;MADALENA;CE;64072694;2500000;6573695,79;NAO;SIM;
;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1258;CAPÃƒO DA CANOA, RS;16/02/2011;11;26;47;55;57;59;0;27;2688;0;45045,03;646,37;;;20773872;5000000;6893752,58;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1259;CAPÃƒO DA CANOA, RS;19/02/2011;4;6;39;46;54;58;0;74;5240;0;21208,42;427,86;;;26806906;23000000;7306758,51;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1260;TRAMANDAÃ, RS;23/02/2011;19;23;29;31;41;53;0;70;5798;0;30497,83;526;;;36464798;28000000;7868560,67;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1261;TRAMANDAÃ, RS;26/02/2011;10;14;22;41;42;53;0;78;6490;0;32348,2;555,39;;;43097450;33000000;8532550,11;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1262;PARATY, RJ;02/03/2011;5;7;8;9;11;39;2;440;25528;16677746,77;6266,81;154,3;RIO DE JANEIRO;RJ;47098396;2000000;9258180,92;NAO;SIM;
;;;;;;;;;;;;;;;SÃƒO JOSÃ‰ DOS CAMPOS;SP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1263;PARATY, RJ;05/03/2011;4;18;26;36;41;53;0;79;4180;0;17195,98;464,27;;;23203890;5000000;9615676,26;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1264;PORANGATU, GO;09/03/2011;4;17;36;37;51;56;0;29;2583;0;29003,13;465,17;;;14366458;18000000;9837015,96;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1265;PORANGATU, GO;12/03/2011;13;19;24;46;50;60;0;97;7669;0;21519,92;388,84;;;35654892;23000000;10386340,14;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1266;APARECIDA DE GOIÃ‚NIA, GO;16/03/2011;6;10;33;39;42;60;0;106;8019;0;21310,49;402,42;;;38583902;27000000;10980790,71;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1267;APARECIDA DE GOIÃ‚NIA, GO;19/03/2011;4;20;30;41;47;58;0;56;5172;0;45560,13;704,71;;;43579250;33000000;11652203,09;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1268;LuziÃ¢nia, GO;23/03/2011;3;16;17;44;53;60;0;123;8836;0;22695,13;451,31;;;47680918;39000000;12386808,63;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1269;LUZIÃ‚NIA, GO;26/03/2011;4;5;15;17;27;51;2;200;15111;19413790,51;15726,72;297,35;GOIÃ‚NIA;GO;53724824;17000000;13214530,82;NAO;SIM;
;;;;;;;;;;;;;;;SÃƒO PAULO;SP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1270;CAPÃƒO BONITO, SP;30/03/2011;5;9;24;31;33;42;0;144;9186;0;12262,67;274,61;;;30161598;21000000;13679221,48;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1271;CAPÃƒO BONITO, SP;02/04/2011;1;2;39;48;52;59;0;65;6281;0;35889,76;530,58;;;39846552;27000000;14293125,31;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1272;PINDAMONHANGABA, SP;06/04/2011;13;26;27;28;35;52;0;113;9626;0;22189,35;372,11;;;42828192;33000000;14952966,37;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1273;PINDAMONHANGABA, SP;09/04/2011;13;19;26;40;58;60;0;118;8910;0;24927,21;471,6;;;50241482;38000000;15727021,75;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1274;BARRA DO BUGRES, MT;13/04/2011;13;17;21;39;40;59;0;166;11088;0;19039;407,19;;;53983258;59000000;16558725,54;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1275;BARRA DO BUGRES, MT;16/04/2011;2;14;48;55;58;60;0;111;11630;0;38847,41;529,67;;;73653244;70000000;17693478,88;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1276;FRANCO DA ROCHA, SP;20/04/2011;5;9;11;22;36;40;2;560;30367;35704303,03;10159,62;267,64;SÃƒO JOSÃ‰ DOS PINHAIS;PR;97178962;2500000;19190685,85;NAO;SIM;
;;;;;;;;;;;;;;;LIMEIRA;SP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1277;FRANCO DA ROCHA, SP;23/04/2011;12;18;31;50;59;60;0;30;1783;0;27463,17;660,11;;;14072746;4000000;19407500,42;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1278;RIBEIRÃƒO DAS NEVES, MG;27/04/2011;4;16;24;25;30;56;0;187;5455;0;8408,7;411,79;;;26858214;7000000;19821296,85;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1279;RIBEIRÃƒO DAS NEVES, MG;30/04/2011;8;14;29;35;36;40;0;98;5880;0;19541,91;465,28;;;32711460;28000000;20325272,46;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1280;CONTAGEM, MG;04/05/2011;6;10;16;20;29;54;0;97;8585;0;26209,43;423,04;;;43424628;35000000;20994302,63;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1281;CONTAGEM, MG;07/05/2011;8;11;14;30;36;38;1;198;12813;34943738,22;15752,77;347,75;RIO DE JANEIRO;RJ;53275668;2000000;21815104,79;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1282;DIAMANTINA, MG;11/05/2011;4;23;39;52;55;56;0;37;4203;0;37341,85;469,61;;;23599586;5000000;22178696,51;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1283;DIAMANTINA, MG;14/05/2011;8;30;40;44;59;60;0;57;4333;0;31085,32;584,17;;;30264746;9000000;22644976,34;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1284;VITÃ“RIA DA CONQUISTA, BA;18/05/2011;20;21;26;29;31;36;0;46;3353;0;39040,47;765,14;;;30674654;26000000;23117571,51;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1285;VITÃ“RIA DA CONQUISTA, BA;21/05/2011;10;15;28;31;33;38;0;127;9744;0;20125,56;374,72;;;43657466;32000000;23790188,94;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1286;SANTO ANTÃ”NIO DE JESUS, BA;25/05/2011;2;5;28;33;51;52;0;185;12297;0;14780,11;317,65;;;46704214;37000000;24509746,7;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1287;SANTO ANTÃ”NIO DE JESUS, BA;28/05/2011;11;12;31;33;42;52;0;137;8177;0;23204,42;555,39;;;54299780;43000000;25346327,05;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1288;OEIRAS, PI;01/06/2011;17;30;32;40;42;56;0;69;7350;0;54770,01;734,52;;;64550366;52000000;26340835,08;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1289;OEIRAS, PI;04/06/2011;1;3;8;13;27;52;2;436;30724;26440275,46;11099,09;225;ATIBAIA;SP;82657220;23000000;27614309,97;NAO;SIM;
;;;;;;;;;;;;;;;BEBEDOURO;SP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1290;MOSSORÃ“, RN;08/06/2011;2;3;14;23;34;50;0;93;7535;0;24687,3;435,28;;;39216014;30000000;28218499,29;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1291;MOSSORÃ“, RN;11/06/2011;18;40;47;54;57;58;0;49;5416;0;57917,35;748,56;;;48474300;35000000;28965328,24;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1292;ITABAIANA, SE;15/06/2011;9;11;23;30;31;54;0;128;10397;0;22773,34;400,52;;;49790146;40000000;29732430,01;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1293;ITABAIANA, SE;18/06/2011;1;13;24;40;44;50;0;163;11182;0;20581,95;428,6;;;57303466;50000000;30615287,25;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1294;CARUARU, PE;22/06/2011;4;6;29;48;50;51;0;148;10401;0;25649,3;521,39;;;64840156;72000000;31614260;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1295;CARUARU, PE;25/06/2011;2;5;15;20;43;57;1;314;20014;73451540,26;13945,66;312,56;SANTO ANDRÃ‰;SP;74795498;2500000;32766611,7;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1296;UBÃ, MG;29/06/2011;10;14;43;46;49;53;0;48;3607;0;27308,81;519,15;;;22389830;5000000;33111565,08;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1297;UBÃ, MG;02/07/2011;2;5;11;13;56;59;0;100;9538;0;17409,61;260,75;;;29736902;9000000;33569712,58;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1298;GUARATINGUETÃ, SP;06/07/2011;14;15;30;53;55;60;1;38;4046;9047534,6;48940,41;656,63;MANDAGUARI;PR;31765670;2000000;34059116,7;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1299;GUARATINGUETÃ, SP;09/07/2011;8;22;32;43;53;56;0;35;3035;0;40850,42;672,98;;;24421448;18000000;34435370,58;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1300;IPAMERI, GO;13/07/2011;43;44;46;53;54;59;2;58;3652;9484391,42;36709,5;832,87;CODÃ“;MA;36367478;2500000;34995673,37;NAO;SIM;
;;;;;;;;;;;;;;;DIVINÃ“POLIS;MG;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1301;IPAMERI, GO;16/07/2011;3;16;23;25;51;56;1;74;5155;2751015,4;20181,19;413,85;BLUMENAU;SC;25508528;2000000;35388675,59;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1302;ANDRADAS, MG;20/07/2011;2;10;15;44;56;57;0;63;5084;0;20161,47;356,91;;;21695498;5000000;35722931,6;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1303;ANDRADAS, MG;23/07/2011;8;19;46;51;52;54;0;40;3573;0;40211,48;643,1;;;27473682;9000000;36146210,35;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1304;ROSEIRA, SP;27/07/2011;7;14;15;20;23;35;0;79;7568;0;21229,7;316,58;;;28646906;21000000;36587564,6;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1305;ROSEIRA, SP;30/07/2011;3;5;11;36;44;46;0;136;9982;0;16998,55;330,85;;;39487318;27000000;37195933,81;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1306;POUSO ALEGRE, MG;03/08/2011;6;19;22;34;43;45;0;167;10694;0;14988,5;334,37;;;42754456;32000000;37854638,84;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1307;POUSO ALEGRE, MG;06/08/2011;7;10;32;43;47;54;1;153;11019;32075789,45;18962,37;376,13;GUANHÃƒES;MG;49555382;2000000;38618123,69;NAO;SIM;Informamos que o sorteio do concurso 1308 serÃ¡ realizado na terÃ§a-feira, dia 09/08/2011, Ã s 20:00.
;;;;;;;;;;;;;;;;;;;;;;
1308;ALFENAS, MG;09/08/2011;7;8;24;30;33;47;0;75;4417;0;11487,79;278,65;;;14716496;3800000;38844856,31;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1309;ALFENAS, MG;11/08/2011;7;12;25;26;32;39;0;100;6163;0;13438,49;311,5;;;22953932;18000000;39198500,63;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1310;ALFENAS, MG;13/08/2011;8;9;14;32;53;59;0;107;7570;0;19392,08;391,57;;;35441740;24000000;39744540,85;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1311;LUZIÃ‚NIA, GO;17/08/2011;7;9;12;19;45;54;0;253;13609;0;9118,47;242,16;;;39404808;29000000;40351638,87;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1312;LUZIÃ‚NIA, GO;20/08/2011;5;20;22;28;29;30;0;201;10377;0;13386,76;370,42;;;45959796;33000000;41059727,61;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1313;PARAGUAÃ‡U, MG;24/08/2011;1;4;26;39;43;49;0;140;9036;0;20309,34;449,52;;;48565804;39000000;41807966,32;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1314;PARAGUAÃ‡U, MG;27/08/2011;38;42;44;52;58;60;0;122;7797;0;27514,75;615,03;;;57336632;63000000;42691334,54;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1315;VIRGÃNIA, MG;31/08/2011;1;27;29;38;50;52;1;108;9003;63981675,84;43290,92;741,88;Aracaju;SE;79859638;2500000;43921707,92;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1316;VIRGÃNIA, MG;03/09/2011;8;13;25;34;42;48;1;241;9757;2824002,29;6361,12;224,45;VINHEDO;SP;26185292;2000000;44325136,83;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1317;DESCALVADO, SP;08/09/2011;6;13;29;30;35;37;0;67;5004;0;17952,11;343,38;;;20544576;4700000;44641660,93;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1318;DESCALVADO, SP;10/09/2011;11;14;16;28;34;46;0;140;6962;0;10648,09;305,89;;;25462822;8000000;45033958,97;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1319;ALEGRETE, RS;14/09/2011;4;5;16;18;27;51;0;103;7798;0;17148,38;323,57;;;30169434;25000000;45498770,35;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1320;ALEGRETE, RS;17/09/2011;17;24;25;38;41;55;0;128;8496;0;20240,7;435,63;;;44252956;31000000;46180562,32;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1321;CURITIBA, PR;21/09/2011;10;47;51;53;59;60;1;128;11775;31071213,53;24303,54;377,41;PETRÃ“POLIS;RJ;53135684;2000000;46999207,8;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1322;CURITIBA, PR;24/09/2011;10;21;43;47;53;55;0;54;3738;0;27567,36;568,92;;;25427030;5700000;47390954,4;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1323;SÃƒO JERÃ”NIMO, RS;28/09/2011;6;15;25;37;48;55;0;58;5387;0;28697,23;441,39;;;28429866;9000000;47828964,79;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1324;SÃƒO JERÃ”NIMO, RS;01/10/2011;18;29;31;44;51;57;0;86;5421;0;23149,62;524,64;;;34005492;26000000;48352877,16;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1325;JARAGUÃ DO SUL, SC;05/10/2011;2;5;16;20;35;43;0;195;14090;0;13111,44;259,22;;;43670856;32000000;49025700,88;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1326;JARAGUÃ DO SUL, SC;08/10/2011;10;11;18;19;30;50;0;179;13207;0;17249,11;333,97;;;52738340;38000000;49838224,59;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1327;SÃƒO PAULO, SP;13/10/2011;16;35;36;41;52;54;0;89;7175;0;38492,13;682,09;;;58515206;46000000;50739750,74;SIM;SIM;SORTEIO REALIZADO EM ESTÃšDIO DE TV.
;;;;;;;;;;;;;;;;;;;;;;
1328;CHAPECÃ“, SC;15/10/2011;10;23;27;43;53;59;1;213;14179;45390782,32;16945,58;363,65;Teresina;PI;61651408;2000000;51689595,42;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1329;CALDAS NOVAS, GO;19/10/2011;7;8;11;39;43;50;0;66;5244;0;22514,95;404,81;;;25381758;23000000;52080644,52;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1330;CALDAS NOVAS, GO;22/10/2011;8;18;21;30;48;49;0;76;6768;0;34525,57;553,85;;;44818908;30000000;52771155,94;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1331;ITATIBA, SP;26/10/2011;9;24;26;39;46;57;1;157;11461;29215205,37;18125,57;354,7;PEDRO CANÃRIO;ES;48606926;2000000;53520028,21;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1332;ITATIBA, SP;29/10/2011;3;5;13;24;35;59;1;150;10790;2963357,08;10724,53;212,98;BRASÃLIA;DF;27477446;2000000;53943364,94;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1333;MIGUEL PEREIRA, RJ;03/11/2011;25;26;28;33;42;51;0;54;3893;0;25689,91;509,06;;;23695356;5000000;54308432,16;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1334;SÃƒO PAULO, SP;05/11/2011;1;6;8;10;25;27;0;392;16794;0;4246,2;141,59;;;28431066;21000000;54746461,03;SIM;SIM;SORTEIO REALIZADO EM ESTÃšDIO DE TV.
;;;;;;;;;;;;;;;;;;;;;;
1335;SÃƒO PAULO, SP;09/11/2011;3;14;20;22;49;51;1;94;7457;21885288,49;26184,33;471,52;GOIÃ‚NIA;GO;42041302;2500000;55394178,71;NAO;SIM;SORTEIO REALIZADO EM ESTÃšDIO DE TV.
;;;;;;;;;;;;;;;;;;;;;;
1336;CATANDUVAS, SC;12/11/2011;1;32;38;47;51;54;1;38;3539;3086420,09;44091,72;676,33;BARBALHA;CE;28618536;2000000;55835095,87;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1337;CAMPO BOM, RS;16/11/2011;2;20;35;38;45;51;0;30;2680;0;39144,08;625,97;;;20058304;5000000;56144128,12;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1338;CAMPO BOM, RS;19/11/2011;1;18;19;33;43;60;1;102;6329;5448452,03;17484,4;402,54;SALVADOR;BA;30461948;2300000;56613446,19;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1339;WENCESLAU BRAZ, PR;23/11/2011;7;10;14;16;54;59;0;58;5087;0;23616,19;384,66;;;23396164;16000000;56973903,84;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1340;WENCESLAU BRAZ, PR;26/11/2011;13;21;30;36;59;60;0;71;6148;0;29502,9;486,73;;;35779136;20000000;57525142,22;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1341;ARARAQUARA, SP;30/11/2011;1;11;20;37;40;52;0;90;6566;0;26529,68;519,48;;;40783200;25000000;58153476,7;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1342;ARARAQUARA, SP;03/12/2011;5;7;42;46;50;60;0;102;8092;0;27452,98;494,35;;;47829560;31000000;58890372,31;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1343;BIRIGUI, SP;07/12/2011;19;20;31;42;51;56;0;58;6113;0;50455,78;683,89;;;49985698;37000000;59660486,92;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1344;BIRIGUI, SP;10/12/2011;8;19;21;36;42;59;3;236;13393;12497169,8;14632,94;368,35;ESTÃ‚NCIA VELHA;RS;58986186;20000000;60569269,32;NAO;SIM;
;;;;;;;;;;;;;;;FLORIANÃ“POLIS;SC;;;;;;
;;;;;;;;;;;;;;;TAUBATÃ‰;SP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1345;SÃƒO PAULO, SP;14/12/2011;7;17;19;26;40;50;0;74;6043;0;28067,82;491;;;35477030;24000000;61115853,23;SIM;SIM;SORTEIO REALIZADO EM ESTÃšDIO DE TV.
;;;;;;;;;;;;;;;;;;;;;;
1346;ITAPETINGA, BA;17/12/2011;12;32;40;47;48;59;1;57;5205;24409476,19;45369,34;709,77;CURITIBA;PR;44171706;2000000;61796393,4;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1347;JANAÃšBA, MG;20/12/2011;9;19;45;46;54;56;0;38;2940;0;24020,82;443,53;;;15591154;4000000;62036601,62;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1348;SÃƒO PAULO, SP;22/12/2011;7;12;38;39;45;56;0;89;5009;0;15808,64;401,26;;;24032082;7000000;62406856,67;SIM;SIM;SORTEIO REALIZADO EM ESTÃšDIO DE TV.
;;;;;;;;;;;;;;;;;;;;;;
1349;JANAÃšBA, MG;24/12/2011;9;19;20;50;51;60;1;168;7012;7099412,95;9132,18;312,56;JUIZ DE FORA;MG;26205394;170000000;72672429,3;NAO;SIM;VALOR DO PRÃŠMIO PRINCIPAL PARA O CONCURSO 1350 - MEGA DA VIRADA: R$ 177.617.487,62.
;;;;;;;;;;;;;;;;;;;;;;
1350;SÃƒO PAULO, SP;31/12/2011;3;4;29;36;45;55;5;954;85582;35523497,52;33711,3;536,83;RUSSAS;CE;549326718;2500000;0;NAO;SIM;SORTEIO REALIZADO EM ESTÃšDIO DE TV.
;;;;;;;;;;;;;;;BRASÃLIA;DF;;;;;;
;;;;;;;;;;;;;;;CARMO DO CAJURU;MG;;;;;;
;;;;;;;;;;;;;;;BELÃ‰M;PA;;;;;;
;;;;;;;;;;;;;;;MAUÃ;SP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1351;TRÃŠS RIOS, RJ;04/01/2012;13;33;36;41;50;56;0;34;3264;0;35012,63;521,02;;;20333424;4700000;313270,94;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1352;TRÃŠS RIOS, RJ;07/01/2012;9;18;24;35;36;59;0;75;6632;0;21559,89;348,3;;;27619428;8000000;738795,15;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1353;ParaÃ­ba do Sul, RJ;11/01/2012;3;11;13;27;32;47;1;161;10308;8311160,99;10586,03;236,2;SÃƒO LEOPOLDO;RS;29111596;2000000;1187308,75;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1354;ParaÃ­ba do Sul, RJ;14/01/2012;2;8;38;42;48;49;1;71;4842;2815977,4;21530,61;451,01;INDAIAL;SC;26110882;9500000;1589591,26;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1355;PRAIA GRANDE, SP;18/01/2012;11;17;24;39;46;49;0;133;6490;0;12427,32;363,81;;;28231626;13500000;2024547,42;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1356;PRAIA GRANDE, SP;21/01/2012;6;13;21;22;31;46;0;90;7070;0;22697,17;412,75;;;34891612;18000000;2562111,99;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1357;SANTOS, SP;25/01/2012;1;19;24;26;52;55;0;116;6940;0;17572,17;419,59;;;34816916;21500000;3098525,73;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1358;Santos, SP;28/01/2012;3;15;16;35;37;47;0;145;10440;0;16856,7;334,45;;;41749108;27000000;3741741,67;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1359;GAROPABA, SC;01/02/2012;6;10;12;17;28;53;0;254;13663;0;10009,69;265,83;;;43427112;45000000;4410810,11;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1360;GAROPABA, SC;04/02/2012;2;16;17;25;50;54;2;112;9880;22673254,06;30004,55;485,9;ARAPIRACA;AL;57400014;2500000;5295154,83;NAO;SIM;
;;;;;;;;;;;;;;;ITAÃšNA;MG;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1361;TRAMANDAÃ, RS;08/02/2012;23;27;30;37;38;44;0;38;3381;0;36490,98;585,9;;;23685136;5000000;5660064,59;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1362;TRAMANDAÃ, RS;11/02/2012;2;12;19;22;36;58;3;129;8825;1924196,22;13542,9;282,8;VITÃ“RIA;ES;29840642;2000000;6119810,37;NAO;SIM;
;;;;;;;;;;;;;;;AMERICANA;SP;;;;;;
;;;;;;;;;;;;;;;SÃƒO PAULO;SP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1363;GUARANÃ‰SIA, MG;15/02/2012;25;35;42;45;52;57;0;36;2744;0;36166,13;677,83;;;22238800;5000000;6462436,87;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1364;GUARANÃ‰SIA, MG;18/02/2012;10;13;20;40;44;53;0;60;4436;0;26450,47;511,08;;;27107626;19000000;6880075,89;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1365;SÃƒO PAULO, SP;22/02/2012;2;24;26;32;35;50;0;52;3368;0;23397,34;516,05;;;20781492;22000000;7200250,08;SIM;SIM;SORTEIO REALIZADO EM ESTÃšDIO DE TV.
;;;;;;;;;;;;;;;;;;;;;;
1366;CAPÃƒO DA CANOA, RS;25/02/2012;12;27;37;44;54;59;1;124;7974;22902720,55;19590,46;435,2;CUIABÃ;MT;41492838;2000000;7839517,74;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
